ex	transcript_id	E	stop_cod	gr_50bp	TE	transcript_id_te	source	pAread	atlas_exp	gene_name	db_xref.nmd	max_TPM.nmd	sample_count.nmd	db_xref.ate	sample_count.ate	max_TPM.ate	I1	I2
chr12_80811465_80811683_-	CHS.12275.5	chr12_80797726_80845730_-	80811465	FALSE	80804048	NA	atlas	0	0.0068	LIN7A	RefSeq:NM_004664.4,GENCODE:ENST00000552864.6	67	7980	NA	NA	NA	chr12_80797726_80811465_-	chr12_80811683_80845730_-
chr12_80811465_80811683_-	CHS.12275.5	chr12_80797726_80845730_-	80811465	FALSE	80805857	NA	atlas	0	0.0062	LIN7A	RefSeq:NM_004664.4,GENCODE:ENST00000552864.6	67	7980	NA	NA	NA	chr12_80797726_80811465_-	chr12_80811683_80845730_-
chr12_80811465_80811683_-	CHS.12275.5	chr12_80797726_80845730_-	80811465	FALSE	80807065	NA	pAread	150	0	LIN7A	RefSeq:NM_004664.4,GENCODE:ENST00000552864.6	67	7980	NA	NA	NA	chr12_80797726_80811465_-	chr12_80811683_80845730_-
chr12_80811465_80811683_-	CHS.12275.5	chr12_80797726_80845730_-	80811465	FALSE	80809823	NA	atlas,pAread	28	0.0192	LIN7A	RefSeq:NM_004664.4,GENCODE:ENST00000552864.6	67	7980	NA	NA	NA	chr12_80797726_80811465_-	chr12_80811683_80845730_-
chr12_80811465_80811683_-	CHS.12275.5	chr12_80797726_80845730_-	80811465	FALSE	80809857	NA	atlas	0	0.0063	LIN7A	RefSeq:NM_004664.4,GENCODE:ENST00000552864.6	67	7980	NA	NA	NA	chr12_80797726_80811465_-	chr12_80811683_80845730_-
chr12_80811465_80811683_-	CHS.12275.6	chr12_80797726_80845730_-	80811465	FALSE	80804048	NA	atlas	0	0.0068	LIN7A	RefSeq:NR_136888.3,GENCODE:ENST00000261203.7	40	6053	NA	NA	NA	chr12_80797726_80811465_-	chr12_80811683_80845730_-
chr12_80811465_80811683_-	CHS.12275.6	chr12_80797726_80845730_-	80811465	FALSE	80805857	NA	atlas	0	0.0062	LIN7A	RefSeq:NR_136888.3,GENCODE:ENST00000261203.7	40	6053	NA	NA	NA	chr12_80797726_80811465_-	chr12_80811683_80845730_-
chr12_80811465_80811683_-	CHS.12275.6	chr12_80797726_80845730_-	80811465	FALSE	80807065	NA	pAread	150	0	LIN7A	RefSeq:NR_136888.3,GENCODE:ENST00000261203.7	40	6053	NA	NA	NA	chr12_80797726_80811465_-	chr12_80811683_80845730_-
chr12_80811465_80811683_-	CHS.12275.6	chr12_80797726_80845730_-	80811465	FALSE	80809823	NA	atlas,pAread	28	0.0192	LIN7A	RefSeq:NR_136888.3,GENCODE:ENST00000261203.7	40	6053	NA	NA	NA	chr12_80797726_80811465_-	chr12_80811683_80845730_-
chr12_80811465_80811683_-	CHS.12275.6	chr12_80797726_80845730_-	80811465	FALSE	80809857	NA	atlas	0	0.0063	LIN7A	RefSeq:NR_136888.3,GENCODE:ENST00000261203.7	40	6053	NA	NA	NA	chr12_80797726_80811465_-	chr12_80811683_80845730_-
chr12_81261949_81262040_-	CHS.12280.10	chr12_81259660_81263231_-	81261982	FALSE	81261471	NA	atlas	0	4e-04	PPFIA2	RefSeq:NM_003625.5,GENCODE:ENST00000549396.6	26	1071	NA	NA	NA	chr12_81259660_81261949_-	chr12_81262040_81263231_-
chr12_81261949_81262040_-	CHS.12280.2	chr12_81259660_81263231_-	81261982	FALSE	81261471	NA	atlas	0	4e-04	PPFIA2	RefSeq:NM_001220480.3,GENCODE:ENST00000541017.5,ENST00000551461.5	1.8	66	NA	NA	NA	chr12_81259660_81261949_-	chr12_81262040_81263231_-
chr12_81261949_81262040_-	CHS.12280.3	chr12_81259660_81263231_-	81261982	FALSE	81261471	NA	atlas	0	4e-04	PPFIA2	RefSeq:NM_001282536.1,GENCODE:ENST00000550359.6	11	464	NA	NA	NA	chr12_81259660_81261949_-	chr12_81262040_81263231_-
chr12_81261949_81262040_-	CHS.12280.4	chr12_81259660_81263231_-	81261982	FALSE	81261471	NA	atlas	0	4e-04	PPFIA2	RefSeq:NM_001220478.2,GENCODE:ENST00000333447.11	30	538	NA	NA	NA	chr12_81259660_81261949_-	chr12_81262040_81263231_-
chr12_81261949_81262040_-	CHS.12280.49	chr12_81259660_81263231_-	81261982	FALSE	81261471	NA	atlas	0	4e-04	PPFIA2	NA	14	288	NA	NA	NA	chr12_81259660_81261949_-	chr12_81262040_81263231_-
chr12_81261949_81262040_-	CHS.12280.5	chr12_81259660_81263231_-	81261982	FALSE	81261471	NA	atlas	0	4e-04	PPFIA2	RefSeq:NM_001220477.2,GENCODE:ENST00000407050.8	24	660	NA	NA	NA	chr12_81259660_81261949_-	chr12_81262040_81263231_-
chr12_81261949_81262040_-	CHS.12280.52	chr12_81259660_81263231_-	81261982	FALSE	81261471	NA	atlas	0	4e-04	PPFIA2	NA	13	269	NA	NA	NA	chr12_81259660_81261949_-	chr12_81262040_81263231_-
chr12_81261949_81262040_-	CHS.12280.6	chr12_81259660_81263231_-	81261982	FALSE	81261471	NA	atlas	0	4e-04	PPFIA2	RefSeq:NM_001220475.2	2.6	3	NA	NA	NA	chr12_81259660_81261949_-	chr12_81262040_81263231_-
chr12_81261949_81262040_-	CHS.12280.7	chr12_81259660_81263231_-	81261982	FALSE	81261471	NA	atlas	0	4e-04	PPFIA2	RefSeq:NM_001220476.2	9	45	NA	NA	NA	chr12_81259660_81261949_-	chr12_81262040_81263231_-
chr12_82474501_82474583_+	CHS.12289.11	chr12_82456820_82476644_+	82474521	TRUE	82476411	NA	atlas	0	0.0117	METTL25	NA	3.2	24	NA	NA	NA	chr12_82456820_82474501_+	chr12_82474583_82476644_+
chr12_82474501_82474583_+	CHS.12289.11	chr12_82456820_82476644_+	82474521	TRUE	82476415	NA	pAread	20	0	METTL25	NA	3.2	24	NA	NA	NA	chr12_82456820_82474501_+	chr12_82474583_82476644_+
chr12_82474501_82474583_+	CHS.12289.11	chr12_82456820_82476644_+	82474521	TRUE	82476635	CHS.12289.7	TE	0	0	METTL25	NA	3.2	24	RefSeq:XM_011538828.4	14	3.5	chr12_82456820_82474501_+	chr12_82474583_82476644_+
chr12_93859319_93859442_+	CHS.12428.10	chr12_93679072_93894050_+	93859332	TRUE	93885644	NA	atlas	0	0.0068	CRADD	RefSeq:NR_135147.2,GENCODE:ENST00000551065.5	7	952	NA	NA	NA	chr12_93679072_93859319_+	chr12_93859442_93894050_+
chr12_93859319_93859442_+	CHS.12428.10	chr12_93679072_93894050_+	93859332	TRUE	93889230	NA	atlas	0	0.0068	CRADD	RefSeq:NR_135147.2,GENCODE:ENST00000551065.5	7	952	NA	NA	NA	chr12_93679072_93859319_+	chr12_93859442_93894050_+
chr12_93859319_93859442_+	CHS.12428.10	chr12_93679072_93894050_+	93859332	TRUE	93891517	NA	pAread	12	0	CRADD	RefSeq:NR_135147.2,GENCODE:ENST00000551065.5	7	952	NA	NA	NA	chr12_93679072_93859319_+	chr12_93859442_93894050_+
chr12_95298862_95298943_+	CHS.12461.1	chr12_95296258_95300165_+	95298896	FALSE	95299406	NA	atlas	0	0.0051	VEZT	RefSeq:NM_001352110.2	3.4	34	NA	NA	NA	chr12_95296258_95298862_+	chr12_95298943_95300165_+
chr12_95298862_95298943_+	CHS.12461.1	chr12_95296258_95300165_+	95298896	FALSE	95299455	NA	atlas	0	0.0047	VEZT	RefSeq:NM_001352110.2	3.4	34	NA	NA	NA	chr12_95296258_95298862_+	chr12_95298943_95300165_+
chr12_95298862_95298943_+	CHS.12461.1	chr12_95296258_95300165_+	95298896	FALSE	95299952	NA	atlas	0	7e-04	VEZT	RefSeq:NM_001352110.2	3.4	34	NA	NA	NA	chr12_95296258_95298862_+	chr12_95298943_95300165_+
chr12_95298862_95298943_+	CHS.12461.1	chr12_95296258_95300165_+	95298896	FALSE	95300116	NA	pAread	26	0	VEZT	RefSeq:NM_001352110.2	3.4	34	NA	NA	NA	chr12_95296258_95298862_+	chr12_95298943_95300165_+
chr12_95298862_95298943_+	CHS.12461.1	chr12_95296258_95300165_+	95298896	FALSE	95300139	NA	pAread	12	0	VEZT	RefSeq:NM_001352110.2	3.4	34	NA	NA	NA	chr12_95296258_95298862_+	chr12_95298943_95300165_+
chr12_95298862_95298943_+	CHS.12461.122	chr12_95296258_95300165_+	95298896	FALSE	95299406	NA	atlas	0	0.0051	VEZT	RefSeq:NM_001352118.2	NA	NA	NA	NA	NA	chr12_95296258_95298862_+	chr12_95298943_95300165_+
chr12_95298862_95298943_+	CHS.12461.122	chr12_95296258_95300165_+	95298896	FALSE	95299455	NA	atlas	0	0.0047	VEZT	RefSeq:NM_001352118.2	NA	NA	NA	NA	NA	chr12_95296258_95298862_+	chr12_95298943_95300165_+
chr12_95298862_95298943_+	CHS.12461.122	chr12_95296258_95300165_+	95298896	FALSE	95299952	NA	atlas	0	7e-04	VEZT	RefSeq:NM_001352118.2	NA	NA	NA	NA	NA	chr12_95296258_95298862_+	chr12_95298943_95300165_+
chr12_95298862_95298943_+	CHS.12461.122	chr12_95296258_95300165_+	95298896	FALSE	95300116	NA	pAread	26	0	VEZT	RefSeq:NM_001352118.2	NA	NA	NA	NA	NA	chr12_95296258_95298862_+	chr12_95298943_95300165_+
chr12_95298862_95298943_+	CHS.12461.122	chr12_95296258_95300165_+	95298896	FALSE	95300139	NA	pAread	12	0	VEZT	RefSeq:NM_001352118.2	NA	NA	NA	NA	NA	chr12_95296258_95298862_+	chr12_95298943_95300165_+
chr12_95298862_95298943_+	CHS.12461.2	chr12_95296258_95300165_+	95298896	FALSE	95299406	NA	atlas	0	0.0051	VEZT	RefSeq:NM_001352108.2	7	498	NA	NA	NA	chr12_95296258_95298862_+	chr12_95298943_95300165_+
chr12_95298862_95298943_+	CHS.12461.2	chr12_95296258_95300165_+	95298896	FALSE	95299455	NA	atlas	0	0.0047	VEZT	RefSeq:NM_001352108.2	7	498	NA	NA	NA	chr12_95296258_95298862_+	chr12_95298943_95300165_+
chr12_95298862_95298943_+	CHS.12461.2	chr12_95296258_95300165_+	95298896	FALSE	95299952	NA	atlas	0	7e-04	VEZT	RefSeq:NM_001352108.2	7	498	NA	NA	NA	chr12_95296258_95298862_+	chr12_95298943_95300165_+
chr12_95298862_95298943_+	CHS.12461.2	chr12_95296258_95300165_+	95298896	FALSE	95300116	NA	pAread	26	0	VEZT	RefSeq:NM_001352108.2	7	498	NA	NA	NA	chr12_95296258_95298862_+	chr12_95298943_95300165_+
chr12_95298862_95298943_+	CHS.12461.2	chr12_95296258_95300165_+	95298896	FALSE	95300139	NA	pAread	12	0	VEZT	RefSeq:NM_001352108.2	7	498	NA	NA	NA	chr12_95296258_95298862_+	chr12_95298943_95300165_+
chr12_95298862_95298943_+	CHS.12461.87	chr12_95296258_95300165_+	95298896	FALSE	95299406	NA	atlas	0	0.0051	VEZT	NA	11	558	NA	NA	NA	chr12_95296258_95298862_+	chr12_95298943_95300165_+
chr12_95298862_95298943_+	CHS.12461.87	chr12_95296258_95300165_+	95298896	FALSE	95299455	NA	atlas	0	0.0047	VEZT	NA	11	558	NA	NA	NA	chr12_95296258_95298862_+	chr12_95298943_95300165_+
chr12_95298862_95298943_+	CHS.12461.87	chr12_95296258_95300165_+	95298896	FALSE	95299952	NA	atlas	0	7e-04	VEZT	NA	11	558	NA	NA	NA	chr12_95296258_95298862_+	chr12_95298943_95300165_+
chr12_95298862_95298943_+	CHS.12461.87	chr12_95296258_95300165_+	95298896	FALSE	95300116	NA	pAread	26	0	VEZT	NA	11	558	NA	NA	NA	chr12_95296258_95298862_+	chr12_95298943_95300165_+
chr12_95298862_95298943_+	CHS.12461.87	chr12_95296258_95300165_+	95298896	FALSE	95300139	NA	pAread	12	0	VEZT	NA	11	558	NA	NA	NA	chr12_95296258_95298862_+	chr12_95298943_95300165_+
chr12_95523306_95523598_-	CHS.12466.23	chr12_95521202_95524680_-	95523478	TRUE	95521408	NA	pAread	64	0	USP44	RefSeq:NR_144946.2	4.2	1	NA	NA	NA	chr12_95521202_95523306_-	chr12_95523598_95524680_-
chr12_95523306_95523598_-	CHS.12466.23	chr12_95521202_95524680_-	95523478	TRUE	95522784	NA	pAread	164	0	USP44	RefSeq:NR_144946.2	4.2	1	NA	NA	NA	chr12_95521202_95523306_-	chr12_95523598_95524680_-
chr12_104834091_104834181_-	CHS.12621.24	chr12_104805337_104844472_-	104834134	FALSE	104822309	NA	atlas	0	0.0055	SLC41A2	RefSeq:NM_001387130.1	4.0	39	NA	NA	NA	chr12_104805337_104834091_-	chr12_104834181_104844472_-
chr12_104834091_104834181_-	CHS.12621.24	chr12_104805337_104844472_-	104834134	FALSE	104832850	NA	atlas	0	0.007	SLC41A2	RefSeq:NM_001387130.1	4.0	39	NA	NA	NA	chr12_104805337_104834091_-	chr12_104834181_104844472_-
chr12_104834091_104834181_-	CHS.12621.24	chr12_104805337_104844472_-	104834134	FALSE	104833777	NA	atlas	0	3e-04	SLC41A2	RefSeq:NM_001387130.1	4.0	39	NA	NA	NA	chr12_104805337_104834091_-	chr12_104834181_104844472_-
chr12_104834091_104834181_-	CHS.12621.25	chr12_104805337_104844472_-	104834134	FALSE	104822309	NA	atlas	0	0.0055	SLC41A2	RefSeq:NM_001387129.1	3.6	61	NA	NA	NA	chr12_104805337_104834091_-	chr12_104834181_104844472_-
chr12_104834091_104834181_-	CHS.12621.25	chr12_104805337_104844472_-	104834134	FALSE	104832850	NA	atlas	0	0.007	SLC41A2	RefSeq:NM_001387129.1	3.6	61	NA	NA	NA	chr12_104805337_104834091_-	chr12_104834181_104844472_-
chr12_104834091_104834181_-	CHS.12621.25	chr12_104805337_104844472_-	104834134	FALSE	104833777	NA	atlas	0	3e-04	SLC41A2	RefSeq:NM_001387129.1	3.6	61	NA	NA	NA	chr12_104805337_104834091_-	chr12_104834181_104844472_-
chr12_104834091_104834181_-	CHS.12621.27	chr12_104805337_104844472_-	104834134	FALSE	104822309	NA	atlas	0	0.0055	SLC41A2	RefSeq:NM_001387128.1	2.8	5	NA	NA	NA	chr12_104805337_104834091_-	chr12_104834181_104844472_-
chr12_104834091_104834181_-	CHS.12621.27	chr12_104805337_104844472_-	104834134	FALSE	104832850	NA	atlas	0	0.007	SLC41A2	RefSeq:NM_001387128.1	2.8	5	NA	NA	NA	chr12_104805337_104834091_-	chr12_104834181_104844472_-
chr12_104834091_104834181_-	CHS.12621.27	chr12_104805337_104844472_-	104834134	FALSE	104833777	NA	atlas	0	3e-04	SLC41A2	RefSeq:NM_001387128.1	2.8	5	NA	NA	NA	chr12_104805337_104834091_-	chr12_104834181_104844472_-
chr12_106868301_106868423_+	CHS.12660.58	chr12_106860412_106885904_+	106868346	TRUE	106871507	NA	pAread	24	0	RIC8B	RefSeq:NR_147135.2	NA	NA	NA	NA	NA	chr12_106860412_106868301_+	chr12_106868423_106885904_+
chr12_106868301_106868423_+	CHS.12660.58	chr12_106860412_106885904_+	106868346	TRUE	106872691	NA	pAread	45	0	RIC8B	RefSeq:NR_147135.2	NA	NA	NA	NA	NA	chr12_106860412_106868301_+	chr12_106868423_106885904_+
chr12_106868301_106868423_+	CHS.12660.58	chr12_106860412_106885904_+	106868346	TRUE	106875744	NA	atlas	0	0.0019	RIC8B	RefSeq:NR_147135.2	NA	NA	NA	NA	NA	chr12_106860412_106868301_+	chr12_106868423_106885904_+
chr12_106868301_106868423_+	CHS.12660.58	chr12_106860412_106885904_+	106868346	TRUE	106877804	NA	pAread	32	0	RIC8B	RefSeq:NR_147135.2	NA	NA	NA	NA	NA	chr12_106860412_106868301_+	chr12_106868423_106885904_+
chr12_109561243_109561329_-	CHS.12728.2	chr12_109561104_109561420_-	109561327	TRUE	109561326	NA	atlas,pAread	58	0.0596	MMAB	RefSeq:NR_038118.2,GENCODE:ENST00000537496.5	49	9331	NA	NA	NA	chr12_109561104_109561243_-	chr12_109561329_109561420_-
chr12_110715002_110715147_-	CHS.12765.2	chr12_110709034_110721105_-	110715002	FALSE	110709237	NA	pAread	11	0	PPP1CC	RefSeq:XM_011538504.4	2.5	6	NA	NA	NA	chr12_110709034_110715002_-	chr12_110715147_110721105_-
chr12_120711590_120711745_+	CHS.12989.3	chr12_120710718_120713274_+	120711723	FALSE	120711854	NA	atlas	0	4e-04	UNC119B	NA	11	1013	NA	NA	NA	chr12_120710718_120711590_+	chr12_120711745_120713274_+
chr12_120711590_120711745_+	CHS.12989.3	chr12_120710718_120713274_+	120711723	FALSE	120712404	NA	atlas	0	7e-04	UNC119B	NA	11	1013	NA	NA	NA	chr12_120710718_120711590_+	chr12_120711745_120713274_+
chr12_122514712_122514728_-	CHS.13059.24	chr12_122513874_122515105_-	122514716	FALSE	122514227	NA	pAread	6422	0	RSRC2	NA	43	1021	NA	NA	NA	chr12_122513874_122514712_-	chr12_122514728_122515105_-
chr12_122514712_122514728_-	CHS.13059.25	chr12_122513874_122515105_-	122514716	FALSE	122514227	NA	pAread	6422	0	RSRC2	NA	35	1511	NA	NA	NA	chr12_122513874_122514712_-	chr12_122514728_122515105_-
chr1_39762517_39762651_+	CHS.1307.27	chr1_39753052_39763689_+	39762624	FALSE	39763556	NA	pAread	116	0	PPIE	NA	2.7	8	NA	NA	NA	chr1_39753052_39762517_+	chr1_39762651_39763689_+
chr1_39762517_39762651_+	CHS.1307.9	chr1_39753052_39763689_+	39762624	FALSE	39763556	NA	pAread	116	0	PPIE	RefSeq:NM_001195007.2,GENCODE:ENST00000372830.5	89	9565	NA	NA	NA	chr1_39753052_39762517_+	chr1_39762651_39763689_+
chr12_130795995_130796120_-	CHS.13266.13	chr12_130791977_130798525_-	130796040	FALSE	130795888	NA	atlas	0	0.0032	STX2	RefSeq:NM_194356.4,GENCODE:ENST00000392373.7	32	8581	NA	NA	NA	chr12_130791977_130795995_-	chr12_130796120_130798525_-
chr12_130795995_130796120_-	CHS.13266.7	chr12_130791977_130798525_-	130796040	FALSE	130795888	NA	atlas	0	0.0032	STX2	NA	1.3	3	NA	NA	NA	chr12_130791977_130795995_-	chr12_130796120_130798525_-
chr1_40280120_40280312_+	CHS.1331.1	chr1_40272035_40281343_+	40280298	FALSE	40280788	NA	atlas	0	7e-04	ZMPSTE24	GENCODE:ENST00000675937.1	31	3151	NA	NA	NA	chr1_40272035_40280120_+	chr1_40280312_40281343_+
chr1_40280120_40280312_+	CHS.1331.1	chr1_40272035_40281343_+	40280298	FALSE	40280845	NA	atlas	0	0.0018	ZMPSTE24	GENCODE:ENST00000675937.1	31	3151	NA	NA	NA	chr1_40272035_40280120_+	chr1_40280312_40281343_+
chr1_40280120_40280312_+	CHS.1331.1	chr1_40272035_40281343_+	40280298	FALSE	40281248	NA	atlas	0	0.0013	ZMPSTE24	GENCODE:ENST00000675937.1	31	3151	NA	NA	NA	chr1_40272035_40280120_+	chr1_40280312_40281343_+
chr1_40280120_40280312_+	CHS.1331.1	chr1_40272035_40281343_+	40280298	FALSE	40281251	NA	pAread	94	0	ZMPSTE24	GENCODE:ENST00000675937.1	31	3151	NA	NA	NA	chr1_40272035_40280120_+	chr1_40280312_40281343_+
chr1_2181832_2181914_+	CHS.135.16	chr1_2175313_2184583_+	2181861	TRUE	2182182	NA	pAread	11	0	PRKCZ	RefSeq:NR_146911.2	2.2	2	NA	NA	NA	chr1_2175313_2181832_+	chr1_2181914_2184583_+
chr1_2181832_2181914_+	CHS.135.16	chr1_2175313_2184583_+	2181861	TRUE	2183241	NA	pAread	37	0	PRKCZ	RefSeq:NR_146911.2	2.2	2	NA	NA	NA	chr1_2175313_2181832_+	chr1_2181914_2184583_+
chr1_2181832_2181914_+	CHS.135.40	chr1_2175313_2184583_+	2181861	TRUE	2182182	NA	pAread	11	0	PRKCZ	GENCODE:ENST00000478770.6	12	2118	NA	NA	NA	chr1_2175313_2181832_+	chr1_2181914_2184583_+
chr1_2181832_2181914_+	CHS.135.40	chr1_2175313_2184583_+	2181861	TRUE	2183241	NA	pAread	37	0	PRKCZ	GENCODE:ENST00000478770.6	12	2118	NA	NA	NA	chr1_2175313_2181832_+	chr1_2181914_2184583_+
chr13_20418398_20419084_-	CHS.13502.10	chr13_20413387_20432102_-	20419028	TRUE	20416782	NA	atlas	0	0.0055	CRYL1	GENCODE:ENST00000643887.1	13	280	NA	NA	NA	chr13_20413387_20418398_-	chr13_20419084_20432102_-
chr13_20418398_20419084_-	CHS.13502.10	chr13_20413387_20432102_-	20419028	TRUE	20417628	NA	atlas,pAread	45	0.0115	CRYL1	GENCODE:ENST00000643887.1	13	280	NA	NA	NA	chr13_20413387_20418398_-	chr13_20419084_20432102_-
chr13_20418398_20419084_-	CHS.13502.10	chr13_20413387_20432102_-	20419028	TRUE	20417932	NA	atlas,pAread	75	0.0466	CRYL1	GENCODE:ENST00000643887.1	13	280	NA	NA	NA	chr13_20413387_20418398_-	chr13_20419084_20432102_-
chr13_20418398_20419084_-	CHS.13502.10	chr13_20413387_20432102_-	20419028	TRUE	20418707	NA	atlas	0	0.0028	CRYL1	GENCODE:ENST00000643887.1	13	280	NA	NA	NA	chr13_20413387_20418398_-	chr13_20419084_20432102_-
chr13_20418398_20419084_-	CHS.13502.10	chr13_20413387_20432102_-	20419028	TRUE	20418902	NA	atlas,pAread	84	0.0215	CRYL1	GENCODE:ENST00000643887.1	13	280	NA	NA	NA	chr13_20413387_20418398_-	chr13_20419084_20432102_-
chr13_20472966_20473074_-	CHS.13502.22	chr13_20439754_20489370_-	20472994	FALSE	20444735	NA	atlas	0	0.033	CRYL1	GENCODE:ENST00000644153.1	4.1	6	NA	NA	NA	chr13_20439754_20472966_-	chr13_20473074_20489370_-
chr13_20472966_20473074_-	CHS.13502.22	chr13_20439754_20489370_-	20472994	FALSE	20458536	NA	pAread	456	0	CRYL1	GENCODE:ENST00000644153.1	4.1	6	NA	NA	NA	chr13_20439754_20472966_-	chr13_20473074_20489370_-
chr13_20472966_20473074_-	CHS.13502.22	chr13_20439754_20489370_-	20472994	FALSE	20460513	NA	pAread	53	0	CRYL1	GENCODE:ENST00000644153.1	4.1	6	NA	NA	NA	chr13_20439754_20472966_-	chr13_20473074_20489370_-
chr13_20472966_20473074_-	CHS.13502.22	chr13_20439754_20489370_-	20472994	FALSE	20466447	NA	atlas	0	0.0056	CRYL1	GENCODE:ENST00000644153.1	4.1	6	NA	NA	NA	chr13_20439754_20472966_-	chr13_20473074_20489370_-
chr13_20472966_20473074_-	CHS.13502.22	chr13_20439754_20489370_-	20472994	FALSE	20469348	NA	atlas	0	0.0216	CRYL1	GENCODE:ENST00000644153.1	4.1	6	NA	NA	NA	chr13_20439754_20472966_-	chr13_20473074_20489370_-
chr13_20717098_20717369_+	CHS.13509.20	chr13_20704291_20721636_+	20717155	TRUE	20720501	NA	atlas,pAread	164	0.0326	IL17D	RefSeq:NR_169591.1	NA	NA	NA	NA	NA	chr13_20704291_20717098_+	chr13_20717369_20721636_+
chr13_32526539_32526588_-	CHS.13755.101	chr13_32522270_32527408_-	32526584	FALSE	32522280	NA	pAread	76	0	N4BP2L2	RefSeq:NR_170547.1	NA	NA	NA	NA	NA	chr13_32522270_32526539_-	chr13_32526588_32527408_-
chr13_32526539_32526588_-	CHS.13755.101	chr13_32522270_32527408_-	32526584	FALSE	32523081	NA	atlas	0	0.0052	N4BP2L2	RefSeq:NR_170547.1	NA	NA	NA	NA	NA	chr13_32522270_32526539_-	chr13_32526588_32527408_-
chr13_32526539_32526588_-	CHS.13755.101	chr13_32522270_32527408_-	32526584	FALSE	32524188	NA	pAread	483	0	N4BP2L2	RefSeq:NR_170547.1	NA	NA	NA	NA	NA	chr13_32522270_32526539_-	chr13_32526588_32527408_-
chr13_32526539_32526588_-	CHS.13755.101	chr13_32522270_32527408_-	32526584	FALSE	32524324	NA	atlas,pAread	34	0.0033	N4BP2L2	RefSeq:NR_170547.1	NA	NA	NA	NA	NA	chr13_32522270_32526539_-	chr13_32526588_32527408_-
chr13_32526539_32526588_-	CHS.13755.103	chr13_32522270_32527408_-	32526584	FALSE	32522280	NA	pAread	76	0	N4BP2L2	RefSeq:NR_170546.1	NA	NA	NA	NA	NA	chr13_32522270_32526539_-	chr13_32526588_32527408_-
chr13_32526539_32526588_-	CHS.13755.103	chr13_32522270_32527408_-	32526584	FALSE	32523081	NA	atlas	0	0.0052	N4BP2L2	RefSeq:NR_170546.1	NA	NA	NA	NA	NA	chr13_32522270_32526539_-	chr13_32526588_32527408_-
chr13_32526539_32526588_-	CHS.13755.103	chr13_32522270_32527408_-	32526584	FALSE	32524188	NA	pAread	483	0	N4BP2L2	RefSeq:NR_170546.1	NA	NA	NA	NA	NA	chr13_32522270_32526539_-	chr13_32526588_32527408_-
chr13_32526539_32526588_-	CHS.13755.103	chr13_32522270_32527408_-	32526584	FALSE	32524324	NA	atlas,pAread	34	0.0033	N4BP2L2	RefSeq:NR_170546.1	NA	NA	NA	NA	NA	chr13_32522270_32526539_-	chr13_32526588_32527408_-
chr13_32526539_32526588_-	CHS.13755.104	chr13_32522270_32527408_-	32526584	FALSE	32522280	NA	pAread	76	0	N4BP2L2	RefSeq:NR_170555.1	NA	NA	NA	NA	NA	chr13_32522270_32526539_-	chr13_32526588_32527408_-
chr13_32526539_32526588_-	CHS.13755.104	chr13_32522270_32527408_-	32526584	FALSE	32523081	NA	atlas	0	0.0052	N4BP2L2	RefSeq:NR_170555.1	NA	NA	NA	NA	NA	chr13_32522270_32526539_-	chr13_32526588_32527408_-
chr13_32526539_32526588_-	CHS.13755.104	chr13_32522270_32527408_-	32526584	FALSE	32524188	NA	pAread	483	0	N4BP2L2	RefSeq:NR_170555.1	NA	NA	NA	NA	NA	chr13_32522270_32526539_-	chr13_32526588_32527408_-
chr13_32526539_32526588_-	CHS.13755.104	chr13_32522270_32527408_-	32526584	FALSE	32524324	NA	atlas,pAread	34	0.0033	N4BP2L2	RefSeq:NR_170555.1	NA	NA	NA	NA	NA	chr13_32522270_32526539_-	chr13_32526588_32527408_-
chr13_36967672_36967807_-	CHS.13810.6	chr13_36965726_36971977_-	36967736	TRUE	36965797	NA	pAread	17	0	ALG5	GENCODE:ENST00000681581.1	6	270	NA	NA	NA	chr13_36965726_36967672_-	chr13_36967807_36971977_-
chr13_36967672_36967807_-	CHS.13810.6	chr13_36965726_36971977_-	36967736	TRUE	36966357	NA	atlas	0	7e-04	ALG5	GENCODE:ENST00000681581.1	6	270	NA	NA	NA	chr13_36965726_36967672_-	chr13_36967807_36971977_-
chr13_38355011_38355071_+	CHS.13833.2	chr13_38354296_38358093_+	38355013	TRUE	38356685	NA	atlas	0	0.0279	UFM1	RefSeq:NR_104584.2	NA	NA	NA	NA	NA	chr13_38354296_38355011_+	chr13_38355071_38358093_+
chr13_38355011_38355071_+	CHS.13833.2	chr13_38354296_38358093_+	38355013	TRUE	38356724	NA	pAread	56	0	UFM1	RefSeq:NR_104584.2	NA	NA	NA	NA	NA	chr13_38354296_38355011_+	chr13_38355071_38358093_+
chr13_38355011_38355071_+	CHS.13833.2	chr13_38354296_38358093_+	38355013	TRUE	38356746	NA	pAread	68	0	UFM1	RefSeq:NR_104584.2	NA	NA	NA	NA	NA	chr13_38354296_38355011_+	chr13_38355071_38358093_+
chr13_38360041_38360076_+	CHS.13833.4	chr13_38359333_38360711_+	38360066	FALSE	38360130	NA	atlas,pAread	1181	0.7014	UFM1	RefSeq:NM_001286705.2	27	406	NA	NA	NA	chr13_38359333_38360041_+	chr13_38360076_38360711_+
chr13_38360041_38360076_+	CHS.13833.4	chr13_38359333_38360711_+	38360066	FALSE	38360463	NA	atlas,pAread	379	0.2224	UFM1	RefSeq:NM_001286705.2	27	406	NA	NA	NA	chr13_38359333_38360041_+	chr13_38360076_38360711_+
